Company_Name,Battery Waste,Biomedical Waste,E-Waste Generated,Energy Intensity,Hazardous Air Pollutants,Plastic Waste Generated,Radioactive Waste,Scope 1 GHG Emissions,Scope 2 GHG Emissions,Scope 3 GHG Emissions,Total Energy Consumption,Total Energy from Non-Renewable Sources,Total Energy from Renewable Sources,Total Waste Disposed,Total Waste Generated,Total Waste Recovered,Total Water Discharged,Total Water Withdrawal,Waste Intensity,Waste Recycled,Waste Reused,Water Intensity,Land_Footprint_Hectares_x,Biodiversity_MSA_Loss,Sector,Data_Tier,Land_Footprint_Hectares_y,Total_Indicators,Data_Completeness_Pct
Happy Forgings Limited,0.0,0.06,0.0,3.9868e-05,0.0,0.0,0.0,8771.0,96761.0,,561698.0,543846.0,17852.0,0.0,27341.96,0.0,36156.0,260263.0,1.9407e-06,0.0,0.0,1.84728e-05,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Hindustan Petroleum Corporation Limited,28.0,0.1,8.7,1.51453e-05,0.0,137.9,0.0,5513044.0,1199251.0,143923201.0,70311524.0,70014342.0,297182.0,124071.0,134594.2,15721.8,36673512.0,56497276.0,2.9e-08,10637.6,29.1,4.2701e-06,5.0,1.1,Oil & Gas,Tier 2,5.0,25,100.0
Hindustan Unilever Limited,26.0,14.0,51.0,57.7406895655,0.0,12531.0,0.0,8944.0,0.0,11337855.0,3552034.0,107129.0,3444905.0,499.0,90977.0,90478.0,29993.0,2907721.0,1.4788920136,53338.0,35269.0,46.7793943138,3.0,0.744,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Hindustan Zinc Limited,103.0,4.0,44.0,0.0001481716,0.0,9.0,0.0,4467830.0,385798.0,1539762.0,50501905.0,47971345.0,2530560.0,14013473.0,19756818.0,6050901.0,0.0,27756734.0,5.79661e-05,191532.0,5775739.0,7.62197e-05,500.0,0.576,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
Hitachi Energy India Limited,4.08,0.03,1.59,6.9514e-06,,77.0,0.0,4447.0,0.0,729348.61,443845.0,59929.0,383916.0,135.0,8968.31,8834.0,169466.0,367776.0,1.405e-07,8834.0,0.0,5.7601e-06,5.0,1.3,Power Generation,Tier 2,5.0,24,96.0
Home First Finance Company India Limited,0.0,0.0,0.0,3e-10,,0.0,0.0,16.47,781.15,,3.87,3.87,0.0,0.0,0.0,0.0,0.0,2151.7,0.0,0.0,0.0,1.406e-07,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Honasa Consumer Limited,0.0,0.0,0.0,2.624e-07,,0.0,0.0,79.2,988.79,,4896.36,4896.36,0.0,162.45,162.45,0.0,0.0,430.0,8.7e-09,0.0,0.0,2.3e-08,3.0,0.54,Chemicals & Fertilizers,Tier 2,3.0,23,92.0
ICICI Bank Limited,66.71,0.0,267.9,5.048e-07,,0.0,0.0,26337.16,120039.73,133459.49,967846.05,675759.55,292086.5,5.29,334.61,329.32,699310.38,1573448.0,2e-10,294.27,34.45,4.559e-07,0.1,0.0042,Financial Services,Tier 2,0.1,24,96.0
ICICI Lombard General Insurance Company Limited,4.77,0.0,18.03,1.704e-07,,0.0,0.0,1424.92,5875.87,5660.4,48164.73,30302.82,17861.91,33.7,76.81,43.11,186490.76,186490.76,3e-10,43.11,0.0,6.6e-07,0.1,0.612,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
ICICI Prudential Life Insurance Company Limited,0.0,0.0,42.68,6.59e-08,,0.0,0.0,759.0,6579.0,18062.0,46777.0,33667.0,13110.0,0.0,42.68,42.68,0.0,158792.0,1e-10,42.68,0.0,2.237e-07,0.1,0.66,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
IDBI Bank Limited,90.62,0.0,38.22,9.1808830055,,4.3,0.0,2360.87,57763.14,1573.92,310573.94,310573.94,0.0,279.87,408.71,128.84,0.0,333091.94,0.0120818852,128.84,0.0,9.846538094,0.1,0.0062,Financial Services,Tier 2,0.1,24,96.0
IDFC FIRST Bank Limited,99.46,0.0,4.7,5.057e-07,,2.35,0.0,19417.16,42284.12,42680.95,220100.69,213244.01,6856.68,795.11,799.8,4.7,443706.54,580914.84,1.8e-09,4.7,0.0,3.153e-07,0.1,0.0048,Financial Services,Tier 2,0.1,24,96.0
IFCI Limited,0.0,0.0,0.0,1.1458e-06,,0.0,0.0,,,,7791.11,7791.11,0.0,0.0,0.0,0.0,142.0,530.0,0.0,0.0,0.0,5.71e-08,0.1,0.624,Chemicals & Fertilizers,Tier 2,0.1,21,84.0
IIFL Finance Limited,0.0,28.08,5.31,1.5915e-06,,1.07,0.0,23.65,12360.26,21818.79,64711.92,61517.24,3194.68,0.0,34.46,34.46,94905.0,94906.0,8e-10,0.0,0.0,2.334e-06,0.1,0.696,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
INDIAN OVERSEAS BANK,0.82,0.0,10.16,1.1288e-06,,0.38,0.0,5675.71,60842.54,0.0,380123.87,379993.91,129.96,11.36,11.36,0.0,250019.55,250019.55,0.0,0.0,0.0,7.424e-07,0.1,0.0045,Financial Services,Tier 2,0.1,24,96.0
INDIAN RAILWAY FINANCE CORPORATION LIMITED,0.0,0.0,0.0,1.4e-09,,0.0,0.0,20.97,77.77,,385.1,385.1,0.0,0.0,0.0805,0.0,397.44,496.8,0.0,0.0,0.0,1.8e-09,0.1,0.504,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
INOX India Limited,0.0,0.008,0.0,5.0449e-06,0.0,0.0,0.0,715.68,9549.87,,65397.14,56443.36,8953.78,3378.63,3406.398,29.33,3687.69,112930.86,2.628e-07,29.33,0.0,8.4273e-06,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
INTELLECT DESIGN ARENA LIMITED,11.819,0.0,0.68,0.0014051213,0.0,7.567,0.0,466.38,2828.91,471.62,22876779.3,16323296.1,6553483.2,23.5,111.945,84.183,9781.35,42991.06,6.9e-09,84.183,0.0,2.0398e-06,0.5,0.66,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
IRB Infrastructure Developers Limited,18.81,0.0,20.31,1.76036e-05,0.0,33.01,0.0,82256.49,45835.77,37062.12,1413838.67,1403040.52,10798.15,4459.02,745297.75,740838.74,282114.34,1706929.68,9.2796e-06,118656.75,622181.99,1.77402e-05,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
ISGEC Heavy Engineering Limited,5.8,0.0,4.3,5.7e-09,0.0,12.4,0.4,13919.6,33321.1,,285.0,255.7,29.3,0.0,10077.2,5130.7,98965.0,255878.0,2.008e-07,5092.2,38.5,3.1268e-06,1.0,0.576,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
ITC Limited,230.0,20.0,80.0,3.47e-08,7.8,0.0,0.0,1101.0,153.0,1062.0,25791.0,12357.0,13434.0,2800.0,722010.0,71800.0,20600000.0,31200000.0,9.714e-07,71800.0,0.0,1.4127e-05,3.0,0.624,Chemicals & Fertilizers,Tier 2,3.0,25,100.0
Indegene Limited,0.0,0.0409,3.4,3.8e-07,0.0,0.4175,0.0,197.03,273.14,,4155.3,1543.51,2611.79,5.6022,18.0114,12.4092,0.0,2638.04,1.6e-09,12.4092,0.0,2.412e-07,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
Indian Energy Exchange Limited,0.0,0.0,0.0,0.3866006712,,0.0,0.0,44.15,445.0,174.74,2069744400.0,2069744400.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,1.085e-07,0.1,1.125,Power Generation,Tier 2,0.1,24,96.0
Indian Oil Corporation Limited,47.0,6.0,311.0,3.79e-08,0.25,780.0,0.0,21240000.0,1290000.0,353880000.0,320346.0,319790.0,556.0,133005.0,464362.0,330174.0,5007983.0,117305900.0,5.49e-08,174539.0,135137.0,1.80867e-05,5.0,0.84,Oil & Gas,Tier 2,5.0,25,100.0
Indian Renewable Energy Development Agency Limited,0.0,0.0,0.0,6.69e-08,,0.0,0.0,21.74,541.18,,4519.29,2993.25,1526.04,0.0,0.0,0.0,11281.66,14102.07,0.0,0.0,0.0,4.18e-08,0.1,1.275,Power Generation,Tier 2,0.1,23,92.0
Indus Towers Limited,40174.0,0.0,2332.0,0.0001194617,0.0,14.0,0.0,691756.0,6727950.0,2489309.0,35985182.0,35616446.0,368736.0,0.0,65360.0,65360.0,0.0,334772.0,2.17e-07,65339.0,0.0,1.1114e-06,0.2,0.66,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
IndusInd Bank Limited,0.0,0.0,48.37,1.3738e-06,,0.0,0.0,20424.64,66311.97,19956.0,367105.18,365592.0,1513.18,48.37,48.37,0.0,438446.0,548048.0,2e-10,0.0,0.0,4.102e-07,0.1,0.0062,Financial Services,Tier 2,0.1,24,96.0
Infibeam Avenues Limited,0.0,0.0,0.0,1.363e-07,,0.0,0.0,,,,5078.1,5078.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.576,Chemicals & Fertilizers,Tier 2,0.1,21,84.0
Infosys Limited,115.32,70.1,422.42,5.218e-07,0.0,118.91,0.12,8745.0,38586.0,179370.0,850434.0,264732.0,585702.0,393.99,11689.77,11295.88,130055.0,2085580.0,7.2e-09,10605.7,657.12,1.1998e-06,0.5,0.052,Information Technology,Tier 2,0.5,25,100.0
Inox Wind Limited,0.0,0.0,0.21,1.191e-07,0.0,0.0,0.0,250.0,2444.0,,4242.0,4242.0,0.0,1759.47,1759.68,898.69,6768.0,43590.0,4.94e-08,898.69,0.0,1.2233e-06,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
InterGlobe Aviation Limited,65.9,0.0,0.08,0.0001632224,0.0,1457.53,0.0,9706392.55,10990.77,2917844.0,131888582.26,131879415.14,9167.12,0.0,10846.19,10653.43,52323.4,89715.2,1.34e-08,10653.43,0.0,1.11e-07,0.2,0.54,Chemicals & Fertilizers,Tier 2,0.2,25,100.0
Ion Exchange India Limited,0.0,0.0,0.0,4.432e-06,0.0,0.035,0.0,3591.0,10530.0,,112574.3,110743.57,1830.73,16337.29,16236.035,0.0,213535.0,323100.0,6.392e-07,0.0,0.0,4.1173e-06,,0.504,Chemicals & Fertilizers,Tier 2,,22,88.0
Ipca Laboratories Limited,37.0,10.0,3.0,0.000376514,0.0,1339.0,0.0,169992.0,124512.0,287887.0,2541172.0,2218480.0,322692.0,13675.0,37813.0,22750.0,5793.0,1021221.0,5.6026e-06,22750.0,0.0,0.0001504514,1.0,0.612,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Ircon International Limited,0.26,0.0,0.3,5.9226e-06,0.0,0.0,0.0,52849.92,6744.06,,603699.87,603359.74,340.13,15.1,16.06,0.96,119553.0,4088380.4,2e-10,0.0,0.96,3.76149e-05,1.0,0.66,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
JAI BALAJI INDUSTRIES LIMITED,0.0,0.05,0.0,0.0004779484,0.0,0.0,0.0,2796666.0,378270.0,,30353566.0,30353566.0,0.0,46292.0,318224.25,271932.0,0.0,1435377.0,5.0108e-06,10470.0,6307.0,2.26015e-05,500.0,0.744,Chemicals & Fertilizers,Tier 2,500.0,24,96.0
JAIPRAKASH POWER VENTURES LIMITED,9.648,0.738,2.124,2167.5428019169,0.0,0.196,0.0,7845953.0,373458.0,,118395550532128.0,118377124633854.0,18425898274.0,2338238.73,2509222.098,2087827.73,0.0,26240542.0,4.59379e-05,0.0,1304655.0,0.0004829043,100.0,1.2,Power Generation,Tier 2,100.0,24,96.0
JBM Auto Limited,712.0,0.0,0.72,7.8915e-06,0.0,754.77,0.0,4180.0,70817.75,,431850.23,366550.65,65299.58,1598.3,83629.23,82027.96,47138.0,393365.58,1.5282e-06,0.0,0.0,6.3278e-06,10.0,0.624,Chemicals & Fertilizers,Tier 2,10.0,24,96.0
JINDAL STEEL  POWER LIMITED,39.82,0.54,124.42,5e-10,0.0,85.0,0.0,21.49,1.01,,239.51,239.5,0.01,2369557.54,10074263.21,7203478.68,0.0,22.0,2.04997e-05,4686166.92,2517311.76,0.0,,1.044,Steel & Iron,Tier 2,,22,88.0
JK CEMENT LIMITED,15.83,0.34,0.0,0.0004116413,2.66,1341.0,0.0,10472587.0,420227.0,1452883.0,45663364.2,42907099.2,2756265.0,0.0,10540.88,10939.0,218037.6,3251616.0,9.5e-08,10936.0,3.0,2.607e-05,50.0,0.45,Cement,Tier 2,50.0,25,100.0
JK LAKSHMI CEMENT LIMITED,18.64,0.19,8.56,0.0004745167,0.0,108.85,0.0,7007134.0,237401.5,80371.29,29636878.0,27294488.0,2342390.0,3071.23,23316.28,20246.77,0.0,1522439.0,3.733e-07,0.0,20246.77,1.82778e-05,50.0,0.42,Cement,Tier 2,50.0,25,100.0
JK Tyre  Industries Limited,14.84,0.42,23.5,294.1997753611,0.0,1568.7,0.0,99676.1,87847.55,136967.2,2993874.0,1404092.0,1589782.0,13.4,33330.66,2723.49,95388.0,555274.0,3.2753124162,2723.49,0.0,54.5652509303,,0.612,Chemicals & Fertilizers,Tier 2,,23,92.0
JM Financial Limited,0.0,0.0,0.0,2.171e-07,,0.0,0.0,8.03,438.49,533.53,2251.85,2171.34,80.51,2.47,2.47,0.0,0.0,4499.34,2e-10,0.0,0.0,4e-10,0.1,0.0055,Financial Services,Tier 2,0.1,24,96.0
JSW Energy Limited,88.36,0.93,8.516,0.0011054582,0.0,151.73,0.0,20522777.86,36661.4,2664131.43,139724321.04,139517090.59,207230.45,166.97,2154531.928,2187903.2,91732085.0,126678383.13,1.7046e-05,1166.9,2186731.81,0.0002722284,100.0,1.116,Steel & Iron,Tier 2,100.0,25,100.0
JSW Infrastructure Limited,16.6344,0.0229,21.7477,2.19943e-05,0.0,74.5947,0.0,29642.0,81996.0,63449.0,984498.54,892795.74,91702.8,201.9719,43429.6151,39260.4955,0.0,490404.0,9.702e-07,2606.5071,36653.9884,1.09559e-05,0.2,0.864,Steel & Iron,Tier 2,0.2,25,100.0
JSW Steel Limited,158.57,0.1958,155.02,0.0004210835,0.0,591.05,0.0,53100751.63,1653056.65,8693479.0,529209356.78,525981779.16,3227577.62,3375.855,19109339.3468,16546749.8412,0.0,95735450.66,1.5205e-05,16546749.8412,0.0,4.23703e-05,500.0,0.936,Steel & Iron,Tier 2,500.0,25,100.0
JUBILANT INGREVIA LIMITED,0.0,0.1,11.7,0.000197022,0.0,105.39,0.0,657.4,79.11,,8230821.0,8124656.0,106165.0,53561.0,149352.19,95465.0,162005.0,2990134.0,3.5751e-06,92439.0,0.0,7.15751e-05,20.0,0.696,Chemicals & Fertilizers,Tier 2,20.0,24,96.0
JYOTHY LABS LIMITED,0.05,0.17,5.0,0.0086850327,0.0,759.0,0.0,16289.0,17486.0,,246995383.0,120635939.0,126359444.0,268.55,2008.22,1795.24,55296.0,283880.0,7.06e-08,798.66,0.0,8.0376e-06,3.0,0.54,Chemicals & Fertilizers,Tier 2,3.0,24,96.0
JYOTI CNC AUTOMATION LIMITED,0.0,3.3,1.567,8.2439190353,0.0,1.0,0.0,0.0,0.0,,133141967060.0,132803207060.0,338760000.0,7.964,143.377,132.86,9681.0,13906.0,8.9e-09,132.86,0.0,8.61e-07,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Jindal Stainless Limited,11.34,0.35,37.18,7.97546e-05,0.0,1485.66,0.0,2995798.0,622511.0,3216693.0,32046976.0,30739745.0,1307231.0,42852.33,1945438.27,2018038.43,0.0,15077894.0,4.8416e-06,2000024.82,17937.02,3.58664e-05,500.0,0.612,Chemicals & Fertilizers,Tier 2,500.0,25,100.0
Jio Financial Services Limited,0.0,0.0,0.0,9.04e-08,,0.116,0.0,0.0,128.0,0.0,728.27,637.27,91.0,0.0,3.511,0.0,1812.0,1812.0,4e-10,0.0,0.0,2.249e-07,0.1,0.0055,Financial Services,Tier 2,0.1,24,96.0
Jubilant FoodWorks Limited,0.094,1.2,1.458,2.35914e-05,0.0,137.37604,0.0,48316.0,123068.0,,1440177.0,1410671.0,29506.0,1168.0,1167.35726,0.0,7525.0,137266.0,1.91e-08,0.0,0.0,2.2485e-06,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Jubilant Pharmova Limited,6.06,89.11,1.12,1.11e-08,0.0,43.32,0.0,10084.0,64219.0,527407.0,805.96,708.37,97.59,2396.52,9854.09,7457.57,279834.0,532922.0,1.362e-07,5586.08,0.0,7.3664e-06,1.0,0.576,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Juniper Hotels Limited,0.0,0.0,3.3,2.0539092264,0.0,48.61,0.0,1833.8,25392.58,0.0,193945.0,158555.0,35390.0,595.97,585.51,371.78,0.0,560602.0,0.0062006465,371.78,0.0,5.9368667413,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Jupiter Life Line Hospitals Limited,2.21,338.7,4.18,5.0977e-06,0.0,10.63,0.0,92.57,6664.12,,54035.03,34770.11,19264.92,445.9,462.45,6.36,32881.0,182390.1,4.36e-08,6.36,0.0,1.70857e-05,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Jupiter Wagons Limited,0.0,0.0,0.0,7.441e-06,0.0,150.15,0.0,9577.83,38087.49,592410.41,288014.29,286527.04,1487.25,14237.79,14237.79,0.0,0.0,158025.0,3.678e-07,0.0,0.0,4.0827e-06,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Just Dial Limited,4.64,0.0,4.74,0.0028415093,,0.0,0.0,35.0,7261.0,,32447820.0,32447820.0,0.0,0.0,9.38,0.0,0.0,0.0,8e-10,0.0,0.0,0.0,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
KARUR VYSYA BANK LIMITED,111.84,0.0,62.97,10.0817373577,,0.0,0.0,543.92,21099.39,0.0,116016.5,111821.55,4194.95,0.0,174.81,0.0,97967.48,122459.36,0.0151908436,0.0,0.0,2.1283231328,0.1,0.0051,Financial Services,Tier 2,0.1,24,96.0
KEC International Limited,0.0,0.55,1.29,5.3026e-06,0.0,65.6,0.0,61095.06,35442.83,0.0,1048409.64,997403.68,51005.96,18908.9,36175.34,16287.4,77765.0,1728858.92,1.83e-07,13546.5,1611.0,7.9219e-06,1.0,0.66,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
KEI INDUSTRIES LIMITED,0.0,0.0009,1.96,5.3972e-06,0.0,467.42,0.0,7297.46,79336.47,336735.4,525466.86,510328.35,15138.51,9.99,13913.1809,13903.19,0.0,102582.0,1.429e-07,9354.24,4548.95,1.0536e-06,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
KFin Technologies Limited,0.0,0.0,3.2,1.5358e-06,0.0,0.0,0.0,16.8,3182.04,265.05,16209.88,16209.88,0.0,0.0,17.89,17.89,0.0,7624.96,1.7e-09,17.89,0.0,7.224e-07,0.1,0.048,Information Technology,Tier 2,0.1,25,100.0
KIOCL Limited,0.0,0.0,0.0,0.0003694276,0.0,3.43,0.0,156229.0,37833.0,,2178336.0,2128185.0,50151.0,0.0,270.48,0.0,21852.0,500540.0,4.59e-08,0.0,0.0,8.06005e-05,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
KNR Constructions Limited,0.13,0.0,0.0,7.62604e-05,0.0,11.0,0.0,183389.74,7580.66,,2422250.99,2422247.88,3.11,11.13,11111.13,11100.0,0.0,5169504.0,3.498e-07,0.0,11100.0,0.000162753,1.0,0.696,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
KOTAK MAHINDRA BANK LIMITED,30.8,0.0,39.95,7.006e-07,,12.6,0.0,14701.1,87287.2,42397.1,475572.0,450463.0,25109.0,801.8,1536.79,735.0,143253.5,263789.9,2.3e-09,735.0,0.0,1.776e-07,0.1,0.0045,Financial Services,Tier 2,0.1,24,96.0
KPI GREEN ENERGY LIMITED,0.0,0.0,0.0,6.3593e-06,,0.0,0.0,445.15,288.42,,110363.51,68737.51,41626.0,0.0,0.0,0.0,0.0,1687.98,0.0,0.0,0.0,9.73e-08,100.0,1.05,Power Generation,Tier 2,100.0,23,92.0
KPIT Technologies Limited,11.111,0.745,5.801,1.0127e-06,0.0,0.784,0.0,768.52,2647.36,0.0,25966.0,14548.0,11418.0,9.196,68.457,52.48,0.0,73708.0,2.7e-09,39.53,12.95,1e-10,0.5,0.051,Information Technology,Tier 2,0.5,25,100.0
KPR MILL LIMITED,1.28,0.0,4.29,3.86e-08,0.0,746.12,0.0,59287.07,120130.15,,1698.73,1235.09,463.64,33526.64,33526.64,0.0,0.0,987571.25,7.626e-07,0.0,0.0,2.24626e-05,,0.66,Chemicals & Fertilizers,Tier 2,,22,88.0
Kajaria Ceramics Limited,0.5,0.0,13.77,0.0001934027,0.0,1783.69,0.0,437311.0,187602.0,,8964217.0,7020779.0,1943438.0,16037.68,122144.65,106106.97,0.0,1523477.0,2.6353e-06,22250.85,83856.12,3.2869e-05,5.0,0.744,Chemicals & Fertilizers,Tier 2,5.0,24,96.0
Kalpataru Projects International Limited,17.5,4.5,83.0,7.3732e-06,0.0,138.4,0.0,82563.0,25682.0,0.0,1392642.0,1340987.0,51655.0,17734.0,61206.2,10867.0,143882.0,3442256.0,3.24e-07,2896.0,2391.0,1.74628e-05,1.0,0.576,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
Kalyan Jewellers India Limited,0.0,0.0,0.0,8.056e-07,,0.0,0.0,2335.89,28871.45,,174328.97,174328.97,0.0,865.49,865.49,0.0,194734.8,194734.8,4e-09,0.0,0.0,8.999e-07,5.0,0.624,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Kansai Nerolac Paints Limited,9.0,1.0,8.0,0.0,0.0,1025.0,0.0,8514.0,41219.0,921369.0,531875.0,291424.0,240451.0,885.0,9624.0,8080.0,817.0,419470.0,0.0,7339.0,713.0,0.0,5.0,0.696,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Kaynes Technology India Limited,0.0,0.94,12.32,2.1234e-06,0.0,78.07,0.0,527.75,5802.78,,40671.65,36124.75,4546.9,290.46,302.78,12.32,0.0,78077.35,1.58e-08,0.0,0.0,4.0762e-06,5.0,0.045,Information Technology,Tier 2,5.0,24,96.0
Keystone Realtors Limited,0.0,0.0,0.0,9.1171397361,0.0,0.21,0.0,2199.99,5494.23,42058.35,50202295833.59,36305597433.59,13896698400.0,0.0,224130.04,0.0,0.0,683258.42,4.07038e-05,0.0,0.0,0.0001240852,5.0,0.504,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Kirloskar Brothers Limited,6.07,0.01,3.85,6.6352e-06,0.0,18.8,0.0,2630.14,28542.59,208010.63,192512.64,167890.22,24622.42,37373.65,48022.98,10649.32,0.0,254242.0,1.6552e-06,3984.04,6607.55,8.7628e-06,5.0,0.612,Chemicals & Fertilizers,Tier 2,5.0,25,100.0
Kirloskar Oil Engines Limited,0.0,0.0,6.77,2.5,0.0,5.99,0.0,7414.0,10483.0,226242.0,208712.27,153674.6,55037.67,234.0,5871.29,4381.0,47078.5,212521.0,0.07,4381.0,0.0,2.54,5.0,1.1,Oil & Gas,Tier 2,5.0,25,100.0
Krishna Institute of Medical Sciences Limited,0.0,279.13,1.28,4.9812e-06,0.0,0.0,0.025,1057.44,9773.09,,68943.48,50075.62,18867.86,280.43,280.435,0.0,0.0,310925.0,2.03e-08,0.0,0.0,2.24645e-05,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
LAURUS LABS LIMITED,11.0,12.01,11.29,6.75426e-05,0.0,495.0,0.0,315457.0,181901.0,91787.0,3462897.0,3348373.0,114524.0,18045.0,53734.3,35689.0,569891.0,1568994.0,1.0481e-06,30906.0,0.0,1.94872e-05,1.0,0.576,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
LIC Housing Finance Limited,0.0,0.0,0.0,6.99e-08,,0.0,0.0,4.43,3827.89,7176.59,19602.69,19048.75,553.94,0.0,0.0,0.0,24564.2,30705.3,0.0,0.0,0.0,1.094e-07,0.1,0.624,Chemicals & Fertilizers,Tier 2,0.1,24,96.0
Latent View Analytics Limited,0.0,0.0,0.0,7.722e-07,0.0,2.32,0.0,1.12,400.79,1921.5,2680.67,1999.74,680.93,0.0,4.88,4.88,0.0,3964.0,1.4e-09,4.88,0.0,1.142e-06,0.5,0.696,Chemicals & Fertilizers,Tier 2,0.5,25,100.0
Lemon Tree Hotels Limited,8.46,1.6,31.88,2.28419e-05,,0.26,0.0,9485.86,34744.0,,293765.2,257507.14,36258.06,0.0,396.85,0.0,85440.0,877849.0,3.09e-08,0.0,0.0,6.82579e-05,5.0,0.54,Chemicals & Fertilizers,Tier 2,5.0,23,92.0
Life Insurance Corporation of India,0.0,0.0,940.0,1.701e-07,,920.0,0.0,27014.0,84102.0,,831448.0,813141.0,18307.0,0.0,2372.0,0.0,0.0,1267441.0,5e-10,0.0,0.0,2.593e-07,0.1,0.504,Chemicals & Fertilizers,Tier 2,0.1,23,92.0
Linde India Limited,0.96,0.14,2.91,2.953e-07,0.0,10.3,0.0,2863.59,1320627.48,,7339.53,6782.23,557.3,257.71,265.6,7.88,909423.0,3953867.0,1.07e-08,7.88,0.0,0.0001224943,20.0,0.612,Chemicals & Fertilizers,Tier 2,20.0,24,96.0
Lloyds Metals and Energy Limited,8.05,3.03,0.33,0.0001211656,0.0,17.78,0.0,696745.33,12336.66,,8206209.34,8199228.66,6980.68,9.1,328797.55,324662.92,0.0,1477796.0,4.8547e-06,0.0,324662.92,2.18198e-05,500.0,1.375,Power Generation,Tier 2,500.0,24,96.0
Lupin Limited,88.0,84.0,70.0,1.70807e-05,0.0,3041.0,0.0,80181.0,245290.0,1018684.0,2811237.0,1677825.0,1133412.0,35727.0,63619.0,27892.0,40115.0,1704375.0,3.865e-07,11426.0,117.0,1.01118e-05,1.0,0.744,Chemicals & Fertilizers,Tier 2,1.0,25,100.0
MACROTECH DEVELOPERS LIMITED,0.0,0.01,8.72,9.616e-07,0.0,69.5,0.0,3179.76,0.0,1380388.89,132508.47,28676.8,103831.67,1641.34,160145.55,158504.12,684.0,967284.0,1.1622e-06,12629.05,145875.07,7.0148e-06,5.0,0.048,Information Technology,Tier 2,5.0,25,100.0
MAHARASHTRA SCOOTERS LIMITED,0.0,0.0,0.0,5.67946e-05,,0.0,0.0,,,,1698.16,1698.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.624,Chemicals & Fertilizers,Tier 2,0.1,21,84.0
MANKIND PHARMA LIMITED,16.3,32.83,2.64,63.8561635326,0.0,9256.05,0.0,6538.0,29205.0,,606493.07,227423.0,379070.07,6877.27,14955.29,8020.89,10739.0,414161.6,1.5746056982,6427.88,1593.01,43.6060561393,1.0,0.29,Pharmaceuticals,Tier 2,1.0,24,96.0
MAX HEALTHCARE INSTITUTE LIMITED,16.53,1195.81,47.32,5.45552e-05,0.0,0.0,0.0,7264.37,53359.93,,383413.94,327179.2,56234.74,912.54,11795.77,10882.53,0.0,1069719.48,1.6784e-06,10882.53,0.0,0.0001522082,1.0,0.54,Chemicals & Fertilizers,Tier 2,1.0,24,96.0
MMTC LIMITED,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.504,Chemicals & Fertilizers,Tier 2,0.2,17,68.0
MOIL Limited,7.48,4.77,0.57,0.0340607064,0.0,10.01,0.0,7841.88,73110.94,0.0,539842081.37,491865265.85,47976815.52,0.0,2543324.83,4.9,6766.0,939809.0,0.0001604681,4.9,0.0,5.88693e-05,500.0,1.02,Oil & Gas,Tier 2,500.0,25,100.0
